Time;Velocity;GForce;Acceleration;Thrust;TWR;Mass;AltitudeFromTerrain;AltitudeFromSea;DownrangeDistance;Latitude;Longitude;Apoapsis;Periapsis;Inclination;OrbitalVelocity;TargetDistance;TargetVelocity;StageDeltaV;VesselDeltaV;Pressure
177;714;0;ט‏כ.71;6750;פוג.72;252.68;69133.56;-956.92;27.22;-0.15;-71.96;90079;0;0.96;853;0;0;1953;4296;0
178;708;0;07.ט‏כ;6750;פוג.72;252.68;69661.22;-944.52;27.62;-0.16;-71.92;90078;0;0.96;849;0;0;1953;4296;0
179;702;0;ט‏כ.69;6750;פוג.72;252.67;70202.87;-934.42;28.לאי;-0.16;-71.88;90076;0;0.96;843;0;0;1953;4296;0
180;696;0;ט‏כ.68;6750;פוג.72;252.67;70716.06;-930.39;28.45;-0.16;-71.84;90075;0;0.96;839;0;0;1953;4296;0
181;690;0;ט‏כ.67;6750;פוג.72;252.67;71242.6;-927.27;28.87;-0.16;-71.8;90074;0;0.96;834;0;0;1953;4296;0
182;685;0;ט‏כ.66;6750;פוג.72;252.67;71741.23;-927.75;29.28;-0.16;-71.76;90073;0;0.96;829;0;0;1953;4296;0
183;679;0;ט‏כ.62;6750;פוג.72;252.66;72252.63;-933.61;29.ט‏כ;-0.16;-71.72;90072;0;0.96;824;0;0;1953;4296;0
184;673;0;07.ט‏ם;6750;פוג.72;252.66;72736.92;-941.45;30.ÿםג;-0.16;-71.68;90074;0;0.96;820;0;0;1953;4297;0
185;667;0;07.ט‏ם;6750;פוג.72;252.66;73233.72;-947.38;30.52;-0.16;-71.64;90075;0;0.96;815;0;0;1953;4297;0
186;662;0;ט‏כ.57;6750;פוג.72;252.66;73704.08;-948.14;30.92;-0.16;-71.61;90076;0;0.96;810;0;0;1953;4297;0
187;656;0;ט‏כ.59;6750;פוג.72;252.65;74186.42;-946.19;31.34;-0.16;-71.57;90076;0;0.96;806;0;0;1953;4297;0
188;651;0;ט‏כ.55;6750;פוג.72;252.65;74642.85;-943.6;31.73;-0.16;-71.53;90077;0;0.96;801;0;0;1953;4297;0
189;645;0;ט‏כ.54;6750;פוג.72;252.65;75110.78;-942.28;32.15;-0.17;-71.49;90079;0;0.96;797;0;0;1953;4297;0
190;640;0;ט‏כ.53;6750;פוג.72;252.65;75553.55;-952.85;32.54;-0.17;-71.45;90080;0;0.96;792;0;0;1953;4297;0
191;634;0;ט‏כ.52;6750;פוג.72;252.64;76016.06;-941.81;32.96;-0.17;-71.41;90082;0;0.96;788;0;0;1953;4297;0
192;629;0;ט‏כ.51;6750;פוג.72;252.64;76436.34;-940.83;33.35;-0.17;-71.37;90083;0;0.96;784;0;0;1953;4297;0
193;624;0;07.לאי;6750;פוג.72;252.64;76875.97;-956.37;33.76;-0.17;-71.33;90085;0;0.96;779;0;0;1953;4297;0
194;619;0;ט‏כ.49;6750;פוג.72;252.64;77291.61;-957.72;34.16;-0.17;-71.3;90086;0;0.96;775;0;0;1953;4297;0
195;614;0;ט‏כ.48;6750;פוג.72;252.63;77717.19;-955.97;34.56;-0.17;-71.26;90088;0;0.96;771;0;0;1953;4297;0
196;609;0;ט‏כ.47;6750;פוג.72;252.63;78119.32;-974.01;34.96;-0.17;-71.22;90089;0;0.96;767;0;0;1953;4297;0
197;603;0;ט‏כ.46;6750;פוג.72;252.63;78530.86;-1001.32;35.36;-0.17;-71.18;90091;0;0.96;763;0;0;1953;4297;0
198;599;0;ט‏כ.45;6750;פוג.72;252.63;78919.52;-1021.81;35.76;-0.17;-71.14;90092;0;0.96;759;0;0;1953;4297;0
199;593;0;ט‏כ.44;6750;פוג.72;252.62;79317.05;-1031.94;36.16;-0.17;-71.11;90093;0;0.96;755;0;0;1953;4297;0
200;589;0;ט‏כ.43;6750;פוג.72;252.62;79692.27;-1041.21;36.55;-0.18;-71.07;90095;0;0.96;751;0;0;1953;4297;0
201;586;0.82;12.ÿםג;6750;פוג.73;252.35;80083.17;-1042.59;36.96;-0.18;-71.03;90066;0;0.97;749;0;0;1975;4319;0
202;599;פוג.75;28.13;6750;פוג.75;250.18;80437.13;-1045.92;37.36;-0.18;-70.99;89976;0;01.ÿםג;767;0;0;1952;4296;0
203;617;פוג.77;27.88;6750;פוג.77;247.88;80803.47;-1034.43;37.8;-0.18;-70.95;90081;0;ÿםג.22;788;0;0;1923;4267;0
204;635;02.אגד;29.לאנ;6750;02.אגד;245.66;81146.31;-1021.54;38.25;-0.18;-70.91;90080;0;ÿםג.33;808;0;0;1894;4238;0
205;652;פוג.82;29.45;6750;פוג.82;243.36;81494.68;-1008.66;38.74;-0.18;-70.86;89990;0;ÿםג.44;829;0;0;1870;4214;0
206;671;פוג.85;29.37;6750;פוג.85;241.15;81821.07;-990.14;39.23;-0.18;-70.81;89930;0;ÿםג.54;850;0;0;1840;4184;0
207;692;פוג.88;29.29;6750;פוג.88;238.85;82151.69;-982.93;39.77;-0.18;-70.76;89951;0;ÿםג.63;873;0;0;1810;4154;0
208;713;02.סום;29.78;6750;02.סום;236.63;82460.54;-958.21;40.31;-0.19;-70.71;89959;0;ÿםג.72;896;0;0;1786;4130;0
209;734;פוג.93;30.31;6750;פוג.93;234.33;82773.35;-934.83;40.9;-0.19;-70.65;89907;0;01.אגד;919;0;0;1755;4099;0
210;756;פוג.96;30.אגד;6750;פוג.96;232.12;83065.96;-954.34;41.49;-0.19;-70.6;89834;0;ÿםג.88;943;0;0;1724;4068;0
211;781;פוג.99;29.87;6750;פוג.99;229.82;83362.73;-943.92;42.12;-0.19;-70.54;89938;0;ÿםג.96;969;0;0;1699;4043;0
212;805;03.פוג;30.לאנ;6750;03.פוג;227.6;83641.28;-953.18;42.76;-0.2;-70.48;89987;0;02.פוג;994;0;0;1668;4011;0
213;832;03.לאי;30.םמÿ;6750;03.לאי;225.3;83925.3;-960.24;43.45;-0.2;-70.41;90178;0;02.אגד;1022;0;0;1636;3980;0
214;857;03.אגד;31.אגד;6750;03.אגד;223.09;84192.47;-955.53;44.14;-0.2;-70.34;90302;0;פוג.14;1048;0;0;1610;3954;0
215;885;03.םמÿ;31.15;6750;03.םמÿ;220.79;84465.74;-946.33;44.88;-0.21;-70.27;90415;0;02.פוג;1077;0;0;1577;3920;0
216;912;לאנ.14;31.43;6750;לאנ.15;218.57;84722.97;-958.56;45.62;-0.21;-70.2;90536;0;פוג.25;1104;0;0;1545;3888;0
217;940;לאנ.18;31.77;6750;לאנ.18;216.27;84985.34;-942.13;46.41;-0.21;-70.13;90664;0;פוג.31;1133;0;0;1518;3862;0
218;968;לאנ.21;32.07;6750;לאנ.21;214.06;85232.41;-949.94;47.2;-0.22;-70.05;90790;0;פוג.36;1162;0;0;1484;3828;0
219;997;לאנ.24;32.38;6750;לאנ.25;211.76;85484.52;-945.34;48.05;-0.22;-69.97;90929;0;02.אןנ;1192;0;0;1451;3794;0
220;1026;לאנ.28;32.69;6750;לאנ.28;209.55;85722.03;-940.83;48.89;-0.22;-69.89;91071;0;פוג.45;1221;0;0;1423;3767;0
221;1057;לאנ.31;33.03;6750;לאנ.32;207.25;85964.52;-944.19;49.8;-0.23;-69.8;91225;0;פוג.49;1253;0;0;1388;3732;0
222;1087;לאנ.35;33.37;6750;לאנ.36;205.03;86193.14;-945.36;50.69;-0.23;-69.72;91378;0;פוג.53;1283;0;0;1354;3697;0
223;1119;לאנ.39;33.71;6750;לאנ.39;202.73;86426.75;-947.2;51.66;-0.24;-69.63;91548;0;פוג.57;1315;0;0;1325;3669;0
224;1149;לאנ.43;34.05;6750;לאנ.43;200.52;86647.2;-930.26;52.61;-0.24;-69.54;91722;0;פוג.61;1346;0;0;1289;3633;0
225;1182;לאנ.47;34.43;6750;לאנ.47;198.22;86872.61;-957.64;53.63;-0.25;-69.44;91913;0;פוג.65;1379;0;0;1253;3597;0
226;1214;03.לאי;34.99;6750;03.לאי;196.01;87085.63;-938.57;54.64;-0.25;-69.34;92087;0;פוג.69;1411;0;0;1224;3567;0
227;1248;לאנ.54;35.2;6750;לאנ.55;193.7;87304.41;-939.36;55.71;-0.26;-69.24;92334;0;פוג.72;1445;0;0;1186;3530;0
228;1281;לאנ.59;34.97;6750;לאנ.59;191.49;87512.7;-949.62;56.78;-0.27;-69.14;92637;0;פוג.75;1478;0;0;1149;3493;0
229;1315;לאנ.63;35.49;6750;לאנ.63;189.19;87727.4;-950.45;57.92;-0.27;-69.03;93043;0;פוג.78;1513;0;0;1119;3462;0
230;1349;לאנ.67;36.4;6750;לאנ.68;186.98;87932.19;-943.37;59.05;-0.28;-68.92;93332;0;פוג.81;1547;0;0;1080;3424;0
231;1385;לאנ.72;36.46;6750;לאנ.72;184.67;88144.22;-960.9;60.25;-0.28;-68.81;93662;0;פוג.84;1583;0;0;1042;3385;0
232;1420;לאנ.76;36.93;6750;לאנ.76;182.46;88346.11;-973.91;61.43;-0.29;-68.69;94088;0;פוג.86;1618;0;0;1010;3354;0
233;1457;לאנ.81;37.78;6750;לאנ.81;180.16;88554.58;-1004.01;62.7;-0.3;-68.57;94462;0;פוג.89;1655;0;0;970;3314;0
234;1492;לאנ.86;37.91;6750;לאנ.87;177.95;88753.81;-1037.9;63.94;-0.3;-68.45;94861;0;פוג.92;1691;0;0;930;3274;0
235;1530;לאנ.91;38.28;6750;לאנ.91;175.64;88960.65;-1074.36;65.27;-0.31;-68.33;95388;0;פוג.94;1729;0;0;897;3241;0
236;1567;לאנ.96;37.94;6750;לאנ.96;173.43;89160.73;-1089.52;66.58;-0.32;-68.2;96223;0;פוג.96;1766;0;0;855;3199;0
237;1606;04.ÿםג;39.06;6750;04.פוג;171.13;89370.43;-1073.51;67.98;-0.33;-68.07;97219;0;פוג.98;1805;0;0;814;3158;0
238;1644;04.ט‏ם;39.86;6750;04.ט‏ם;168.92;89574.51;-1065.86;69.36;-0.33;-67.94;98107;0;3;1843;0;0;780;3124;0
239;1684;04.הוך;40.05;6750;04.הוך;166.62;89789.51;-1088.94;70.82;-0.34;-67.8;99273;0;03.פוג;1883;0;0;737;3080;0
240;1723;אןנ.18;40.33;6750;אןנ.18;164.4;89998.67;-1096.44;72.26;-0.35;-67.66;100838;0;03.אןנ;1923;0;0;693;3037;0
241;1764;אןנ.24;41.21;6750;אןנ.23;162.1;90219.6;-1055.74;73.79;-0.36;-67.52;102763;0;03.ט‏ם;1964;0;0;658;3001;0
242;1804;אןנ.29;41.84;6750;04.לאנ;159.89;90435.51;-1047.17;75.3;-0.37;-67.37;104990;0;03.ט‏כ;2004;0;0;613;2956;0
243;1847;אןנ.36;42.15;6750;אןנ.36;157.59;90664.33;-1011.21;76.91;-0.38;-67.22;108280;0;03.סום;2047;0;0;568;2911;0
244;1866;0;ט‏ם.76;6750;04.אןנ;156.55;90887.64;-964.55;78.48;-0.39;-67.07;110217;0;03.ÿםג;2066;0;0;546;2890;0
245;1865;0;ט‏ם.79;6750;04.אןנ;156.55;91119.48;-917.45;80.12;-0.39;-66.91;110219;0;03.ÿםג;2065;0;0;546;2890;0
246;1864;0;ט‏ם.79;6750;04.אןנ;156.55;91340.97;-944.59;81.69;-0.4;-66.76;110220;0;03.ÿםג;2064;0;0;546;2890;0
247;1863;0;ט‏ם.78;6750;04.אןנ;156.55;91570.22;-1024.78;83.33;-0.41;-66.61;110221;0;03.ÿםג;2063;0;0;546;2890;0
248;1862;0;ט‏ם.78;6750;04.אןנ;156.55;91789.22;-1039.3;84.9;-0.42;-66.46;110221;0;03.ÿםג;2062;0;0;546;2890;0
249;1861;0;ט‏ם.78;6750;04.אןנ;156.55;92015.85;-1048.97;86.54;-0.43;-66.3;110221;0;03.ÿםג;2062;0;0;546;2890;0
250;1861;0;ט‏ם.77;6750;04.אןנ;156.55;92232.31;-1043.04;88.11;-0.44;-66.15;110222;0;03.ÿםג;2061;0;0;546;2890;0
251;1860;0;ט‏ם.77;6750;04.אןנ;156.55;92456.3;-1075.29;89.74;-0.45;-66;110222;0;03.ÿםג;2060;0;0;546;2890;0
252;1859;0;ט‏ם.77;6750;04.אןנ;156.55;92670.22;-1060.53;91.31;-0.46;-65.85;110222;0;03.ÿםג;2059;0;0;546;2890;0
253;1858;0;ט‏ם.76;6750;04.אןנ;156.55;92891.55;-1046.09;92.94;-0.47;-65.69;110222;0;03.ÿםג;2058;0;0;546;2890;0
254;1857;0;ט‏ם.76;6750;04.אןנ;156.55;93102.91;-1091.38;94.5;-0.48;-65.54;110222;0;03.ÿםג;2058;0;0;546;2890;0
255;1856;0;ט‏ם.75;6750;04.אןנ;156.55;93321.55;-1098.75;96.13;-0.49;-65.39;110222;0;03.ÿםג;2057;0;0;546;2890;0
256;1855;0;ט‏ם.75;6750;04.אןנ;156.54;93530.33;-1097.71;97.69;-0.49;-65.24;110222;0;03.ÿםג;2056;0;0;546;2890;0
257;1855;0;ט‏ם.74;6750;04.אןנ;156.54;93746.29;-1099.59;99.32;-0.5;-65.08;110222;0;03.ÿםג;2055;0;0;546;2890;0
258;1854;0;ט‏ם.74;6750;04.אןנ;156.54;93952.49;-1094.86;100.88;-0.51;-64.93;110222;0;03.ÿםג;2055;0;0;546;2890;0
259;1853;0;ט‏ם.74;6750;04.אןנ;156.54;94165.77;-1099.9;102.5;-0.52;-64.78;110222;0;03.ÿםג;2054;0;0;546;2890;0
260;1852;0;ט‏ם.73;6750;04.אןנ;156.54;94369.4;-1147.42;104.06;-0.53;-64.63;110222;0;03.ÿםג;2053;0;0;546;2890;0
261;1851;0;0;6750;04.אןנ;156.54;94621.02;-1135.24;106;-0.54;-64.44;110222;0;03.ÿםג;2052;0;0;546;2890;0
262;1850;0;0;6750;04.אןנ;156.54;94889.13;-1157.86;108.08;-0.55;-64.25;110222;0;03.ÿםג;2051;0;0;546;2890;0
263;1849;0;0;6750;04.אןנ;156.54;95092.69;-1188.94;109.67;-0.56;-64.09;110222;0;03.ÿםג;2051;0;0;546;2890;0
264;1848;0;0;6750;04.אןנ;156.54;95327.47;-1156.89;111.52;-0.57;-63.92;110222;0;03.ÿםג;2050;0;0;546;2890;0
265;1848;0;0;6750;04.אןנ;156.54;95501;-1142.92;112.89;-0.58;-63.79;110222;0;03.ÿםג;2049;0;0;546;2890;0
266;1847;0;0;6750;04.אןנ;156.54;95687.86;-1085.36;114.38;-0.59;-63.65;110222;0;03.ÿםג;2048;0;0;546;2890;0
267;1846;0;0;6750;04.אןנ;156.54;95992.46;-1065.92;116.82;-0.6;-63.41;110222;0;03.ÿםג;2047;0;0;546;2890;0
268;1845;0;0;6750;04.אןנ;156.54;96100.35;-1092.34;117.69;-0.61;-63.33;110222;0;03.ÿםג;2047;0;0;546;2890;0
269;1844;0;0;6750;04.אןנ;156.54;96325.44;-1071.62;119.51;-0.62;-63.16;110222;0;03.ÿםג;2046;0;0;546;2890;0
270;1844;0;0;6750;04.אןנ;156.54;96562.6;-1028.36;121.45;-0.63;-62.97;110222;0;03.ÿםג;2045;0;0;546;2890;0
271;1843;0;0;6750;04.אןנ;156.54;96811.54;-1005.15;123.5;-0.64;-62.78;110222;0;03.ÿםג;2044;0;0;546;2890;0
272;1842;0;0;6750;04.אןנ;156.54;96940.31;-1031.61;124.56;-0.65;-62.68;110222;0;03.ÿםג;2044;0;0;546;2890;0
273;1841;0;0;6750;04.אןנ;156.54;97206.17;-1051.16;126.78;-0.66;-62.46;110222;0;03.ÿםג;2043;0;0;546;2890;0
274;1840;0;0;6750;04.אןנ;156.54;97343.16;-1074.6;127.93;-0.66;-62.35;110222;0;03.ÿםג;2043;0;0;546;2890;0
275;1840;0;0;6750;04.אןנ;156.54;97482.8;-1123.04;129.11;-0.67;-62.24;110222;0;03.ÿםג;2042;0;0;546;2890;0
276;1839;0;0;6750;04.אןנ;156.54;97769.81;-1153.42;131.55;-0.68;-62.01;110222;0;03.ÿםג;2041;0;0;546;2890;0
277;1838;0;0;6750;04.אןנ;156.54;97917.06;-1146.51;132.81;-0.69;-61.89;110222;0;03.ÿםג;2040;0;0;546;2890;0
278;1838;0;0;6750;04.אןנ;156.54;98066.71;-1129.16;134.1;-0.7;-61.77;110222;0;03.ÿםג;2040;0;0;546;2890;0
279;1837;0;0;6750;04.אןנ;156.54;98218.72;-1114.66;135.41;-0.71;-61.64;110222;0;03.ÿםג;2039;0;0;546;2890;0
280;1836;0;0;6750;04.אןנ;156.54;98529.59;-1125.8;138.13;-0.72;-61.38;110222;0;03.ÿםג;2038;0;0;546;2890;0
281;1835;0;0;6750;04.אןנ;156.54;98688.32;-1119.8;139.53;-0.73;-61.25;110222;0;03.ÿםג;2038;0;0;546;2890;0
282;1835;0;0;6750;04.אןנ;156.54;98849.16;-1158.16;140.96;-0.74;-61.11;110222;0;03.ÿםג;2037;0;0;546;2890;0
283;1834;0;0;6750;04.אןנ;156.54;99012.04;-1178.33;142.41;-0.75;-60.97;110222;0;03.ÿםג;2037;0;0;546;2890;0
284;1833;0;0;6750;04.אןנ;156.54;99176.88;-1170.72;143.89;-0.75;-60.83;110222;0;03.ÿםג;2036;0;0;546;2890;0
285;1833;0;0;6750;04.אןנ;156.54;99343.63;-1184.15;145.4;-0.76;-60.69;110222;0;03.ÿםג;2035;0;0;546;2890;0
286;1832;0;0;6750;04.אןנ;156.54;99512.22;-1175.15;146.94;-0.77;-60.54;110222;0;03.ÿםג;2035;0;0;546;2890;0
287;1831;0;0;6750;04.אןנ;156.54;99682.57;-1171.79;148.5;-0.78;-60.39;110222;0;03.ÿםג;2034;0;0;546;2890;0
288;1831;0;0;6750;04.אןנ;156.54;99851.58;-1188.94;150.07;-0.79;-60.24;110222;0;03.ÿםג;2034;0;0;546;2890;0
289;1830;0;0;6750;04.אןנ;156.54;100019.25;-1160.11;151.63;-0.8;-60.09;110222;0;03.ÿםג;2033;0;0;546;2890;0
290;1829;0;0;6750;04.אןנ;156.54;100185.58;-1140.56;153.19;-0.8;-59.95;110222;0;03.ÿםג;2032;0;0;546;2890;0
291;1829;0;0;6750;04.אןנ;156.54;100350.57;-1116.72;154.75;-0.81;-59.8;110222;0;03.ÿםג;2032;0;0;546;2890;0
292;1828;0;0;6750;04.אןנ;156.54;100514.21;-1099.6;156.31;-0.82;-59.65;110222;0;03.ÿםג;2031;0;0;546;2890;0
293;1827;0;0;6750;04.אןנ;156.54;100676.51;-1097.3;157.87;-0.83;-59.5;110222;0;03.ÿםג;2031;0;0;546;2890;0
294;1827;0;0;6750;04.אןנ;156.54;100837.47;-1123.4;159.43;-0.84;-59.35;110222;0;03.ÿםג;2030;0;0;546;2890;0
295;1826;0;0;6750;04.אןנ;156.54;100997.08;-1120.44;160.99;-0.85;-59.2;110222;0;03.ÿםג;2030;0;0;546;2890;0
296;1826;0;0;6750;04.אןנ;156.54;101155.34;-1105.38;162.54;-0.86;-59.05;110222;0;03.ÿםג;2029;0;0;546;2890;0
297;1825;0;0;6750;04.אןנ;156.54;101312.26;-1127.62;164.1;-0.87;-58.91;110222;0;03.ÿםג;2028;0;0;546;2890;0
298;1824;0;0;6750;04.אןנ;156.54;101467.82;-1122.7;165.65;-0.87;-58.76;110222;0;03.ÿםג;2028;0;0;546;2890;0
299;1824;0;0;6750;04.אןנ;156.54;101622.04;-1152.08;167.21;-0.88;-58.61;110222;0;03.ÿםג;2027;0;0;546;2890;0
300;1823;0;0;6750;04.אןנ;156.54;101774.91;-1131;168.76;-0.89;-58.46;110222;0;03.ÿםג;2027;0;0;546;2890;0
301;1823;0;0;6750;04.אןנ;156.54;101926.43;-1154.92;170.31;-0.9;-58.31;110222;0;03.ÿםג;2026;0;0;546;2890;0
302;1822;0;0;6750;04.אןנ;156.54;102076.59;-1184.47;171.87;-0.91;-58.16;110222;0;03.ÿםג;2026;0;0;546;2890;0
303;1821;0;0;6750;04.אןנ;156.54;102225.41;-1152.85;173.42;-0.92;-58.02;110222;0;03.ÿםג;2025;0;0;546;2890;0
304;1821;0;0;6750;04.אןנ;156.54;102372.87;-1091.64;174.97;-0.92;-57.87;110222;0;03.ÿםג;2025;0;0;546;2890;0
305;1820;0;0;6750;04.אןנ;156.54;102518.98;-1066.49;176.52;-0.93;-57.72;110222;0;03.ÿםג;2024;0;0;546;2890;0
306;1820;0;0;6750;04.אןנ;156.54;102663.73;-1063.37;178.07;-0.94;-57.57;110222;0;03.ÿםג;2024;0;0;546;2890;0
308;1819;0;0;6750;04.אןנ;156.54;102949.18;-1102.83;181.16;-0.96;-57.28;110222;0;03.ÿםג;2023;0;0;546;2890;0
310;1818;0;0;6750;04.אןנ;156.54;103229.21;-1085.64;184.26;-0.98;-56.98;110222;0;03.ÿםג;2022;0;0;546;2890;0
311;1817;0;0;6750;04.אןנ;156.54;103367.18;-1115.12;185.8;-0.98;-56.84;110222;0;03.ÿםג;2021;0;0;546;2890;0
312;1816;0;0;6750;04.אןנ;156.54;103503.81;-1116.65;187.35;-0.99;-56.69;110222;0;03.ÿםג;2021;0;0;546;2890;0
313;1816;0;0;6750;04.אןנ;156.54;103639.07;-1111.45;188.89;-1;-56.54;110222;0;03.ÿםג;2020;0;0;546;2890;0
314;1815;0;0;6750;04.אןנ;156.54;103772.97;-1127.46;190.44;-1.01;-56.39;110222;0;03.ÿםג;2020;0;0;546;2890;0
315;1815;0;0;6750;04.אןנ;156.54;103905.52;-1121.27;191.98;-1.02;-56.25;110222;0;03.ÿםג;2019;0;0;546;2890;0
316;1814;0;0;6750;04.אןנ;156.54;104036.7;-1150.91;193.52;-1.03;-56.1;110222;0;03.ÿםג;2019;0;0;546;2890;0
317;1814;0;0;6750;04.אןנ;156.54;104166.53;-1175.26;195.06;-1.03;-55.95;110222;0;03.ÿםג;2018;0;0;546;2890;0
318;1813;0;0;6750;04.אןנ;156.54;104294.99;-1172.33;196.61;-1.04;-55.81;110222;0;03.ÿםג;2018;0;0;546;2890;0
319;1813;0;0;6750;04.אןנ;156.54;104422.09;-1191.17;198.15;-1.05;-55.66;110222;0;03.ÿםג;2017;0;0;546;2890;0
320;1812;0;0;6750;04.אןנ;156.54;104547.83;-1179.99;199.69;-1.06;-55.51;110222;0;03.ÿםג;2017;0;0;546;2890;0
321;1812;0;0;6750;04.אןנ;156.54;104672.21;-1136.82;201.23;-1.07;-55.37;110222;0;03.ÿםג;2017;0;0;546;2890;0
322;1811;0;0;6750;04.אןנ;156.54;104795.23;-1083.99;202.76;-1.08;-55.22;110222;0;03.ÿםג;2016;0;0;546;2890;0
323;1811;0;0;6750;04.אןנ;156.54;104916.88;-1102.39;204.3;-1.08;-55.07;110222;0;03.ÿםג;2016;0;0;546;2890;0
324;1810;0;0;6750;04.אןנ;156.54;105037.16;-1125.41;205.84;-1.09;-54.93;110222;0;03.ÿםג;2015;0;0;546;2890;0
325;1810;0;0;6750;04.אןנ;156.54;105156.09;-1150.33;207.38;-1.1;-54.78;110222;0;03.ÿםג;2015;0;0;546;2890;0
326;1810;0;0;6750;04.אןנ;156.54;105273.64;-1135.08;208.91;-1.11;-54.63;110222;0;03.ÿםג;2014;0;0;546;2890;0
327;1809;0;0;6750;04.אןנ;156.54;105389.84;-1108.35;210.45;-1.12;-54.49;110222;0;03.ÿםג;2014;0;0;546;2890;0
328;1809;0;0;6750;04.אןנ;156.54;105504.66;-1092.77;211.98;-1.13;-54.34;110222;0;03.ÿםג;2014;0;0;546;2890;0
329;1808;0;0;6750;04.אןנ;156.54;105618.12;-1085.32;213.52;-1.13;-54.19;110222;0;03.ÿםג;2013;0;0;546;2890;0
330;1808;0;0;6750;04.אןנ;156.54;105730.21;-1079.26;215.05;-1.14;-54.05;110222;0;03.ÿםג;2013;0;0;546;2890;0
331;1807;0;0;6750;04.אןנ;156.54;105840.94;-1081.52;216.59;-1.15;-53.9;110222;0;03.ÿםג;2012;0;0;546;2890;0
332;1807;0;0;6750;04.אןנ;156.54;105950.3;-1076.26;218.12;-1.16;-53.75;110222;0;03.ÿםג;2012;0;0;546;2890;0
333;1807;0;0;6750;04.אןנ;156.54;106058.28;-1109.7;219.65;-1.17;-53.61;110222;0;03.ÿםג;2012;0;0;546;2890;0
334;1806;0;0;6750;04.אןנ;156.54;106164.9;-1095.37;221.19;-1.17;-53.46;110222;0;03.ÿםג;2011;0;0;546;2890;0
335;1806;0;0;6750;04.אןנ;156.54;106270.15;-1113.06;222.72;-1.18;-53.32;110222;0;03.ÿםג;2011;0;0;546;2890;0
336;1805;0;0;6750;04.אןנ;156.54;106374.03;-1104.96;224.25;-1.19;-53.17;110222;0;03.ÿםג;2011;0;0;546;2890;0
337;1805;0;0;6750;04.אןנ;156.54;106476.54;-1136.06;225.78;-1.2;-53.02;110222;0;03.ÿםג;2010;0;0;546;2890;0
338;1804;0;0;6750;04.אןנ;156.54;106577.68;-1090.6;227.31;-1.21;-52.88;110222;0;03.ÿםג;2010;0;0;546;2890;0
339;1804;0;0;6750;04.אןנ;156.54;106677.45;-1042.86;228.84;-1.22;-52.73;110222;0;03.ÿםג;2010;0;0;546;2890;0
340;1804;0;0;6750;04.אןנ;156.54;106775.85;-1040.05;230.37;-1.22;-52.59;110222;0;03.ÿםג;2009;0;0;546;2890;0
341;1803;0;0;6750;04.אןנ;156.54;106872.87;-1071.73;231.9;-1.23;-52.44;110222;0;03.ÿםג;2009;0;0;546;2890;0
342;1803;0;0;6750;04.אןנ;156.54;106968.52;-1080.18;233.42;-1.24;-52.29;110222;0;03.ÿםג;2009;0;0;546;2890;0
343;1803;0;0;6750;04.אןנ;156.54;107062.8;-1046.7;234.95;-1.25;-52.15;110222;0;03.ÿםג;2008;0;0;546;2890;0
344;1802;0;0;6750;04.אןנ;156.54;107155.71;-1031.74;236.48;-1.26;-52;110222;0;03.ÿםג;2008;0;0;546;2890;0
345;1802;0;0;6750;04.אןנ;156.54;107247.24;-998.64;238.01;-1.26;-51.86;110222;0;03.ÿםג;2008;0;0;546;2890;0
346;1802;0;0;6750;04.אןנ;156.54;107337.4;-994.67;239.53;-1.27;-51.71;110222;0;03.ÿםג;2007;0;0;546;2890;0
347;1801;0;0;6750;04.אןנ;156.54;107426.19;-982.99;241.06;-1.28;-51.57;110222;0;03.ÿםג;2007;0;0;546;2890;0
348;1801;0;0;6750;04.אןנ;156.54;107513.6;-925.4;242.58;-1.29;-51.42;110222;0;03.ÿםג;2007;0;0;546;2890;0
349;1801;0;0;6750;04.אןנ;156.54;107599.63;-897.02;244.11;-1.3;-51.28;110222;0;03.ÿםג;2006;0;0;546;2890;0
350;1800;0;0;6750;04.אןנ;156.54;107684.29;-922.69;245.63;-1.3;-51.13;110222;0;03.ÿםג;2006;0;0;546;2890;0
351;1800;0;0;6750;04.אןנ;156.54;107767.57;-917.78;247.16;-1.31;-50.98;110222;0;03.ÿםג;2006;0;0;546;2890;0
352;1800;0;0;6750;04.אןנ;156.54;107849.48;-926.13;248.68;-1.32;-50.84;110222;0;03.ÿםג;2005;0;0;546;2890;0
353;1799;0;0;6750;04.אןנ;156.54;107930.01;-905.23;250.21;-1.33;-50.69;110222;0;03.ÿםג;2005;0;0;546;2890;0
354;1799;0;0;6750;04.אןנ;156.54;108009.17;-913.54;251.73;-1.34;-50.55;110222;0;03.ÿםג;2005;0;0;546;2890;0
355;1799;0;0;6750;04.אןנ;156.54;108086.95;-949.5;253.25;-1.34;-50.4;110222;0;03.ÿםג;2005;0;0;546;2890;0
356;1798;0;0;6750;04.אןנ;156.54;108163.35;-984.88;254.77;-1.35;-50.26;110222;0;03.ÿםג;2004;0;0;546;2890;0
357;1798;0;0;6750;04.אןנ;156.54;108238.37;-983.17;256.3;-1.36;-50.11;110222;0;03.ÿםג;2004;0;0;546;2890;0
358;1798;0;0;6750;04.אןנ;156.54;108312.01;-1005.07;257.82;-1.37;-49.97;110222;0;03.ÿםג;2004;0;0;546;2890;0
