Time;Velocity;GForce;Acceleration;Thrust;TWR;Mass;AltitudeFromTerrain;AltitudeFromSea;DownrangeDistance;Latitude;Longitude;Apoapsis;Periapsis;Inclination;OrbitalVelocity;TargetDistance;TargetVelocity;StageDeltaV;VesselDeltaV;Pressure
8;16;ÿםג.21;פוג.13;6429.68;ÿםג.21;540.35;188.38;72.46;0;-0.1;-74.56;171;0;0.1;176;0;0;4048;5287;99
9;16;ÿםג.21;פוג.13;6429.68;ÿםג.21;540.31;188.71;72.46;0;-0.1;-74.56;171;0;0.1;176;0;0;4048;5287;98.99
10;19;ÿםג.22;פוג.18;6430.86;ÿםג.22;538.1;205.88;72.46;0;-0.1;-74.56;192;0;0.1;176;0;0;4038;5280;98.74
11;21;ÿםג.22;פוג.23;6432.51;ÿםג.22;535.8;225.99;72.46;0;-0.1;-74.56;217;0;0.1;176;0;0;4026;5272;98.45
12;23;ÿםג.23;פוג.28;6434.32;ÿםג.23;533.58;247.5;72.46;0;-0.1;-74.56;243;0;0.1;176;0;0;4015;5264;98.13
13;25;ÿםג.23;פוג.34;6435.92;ÿםג.23;531.28;272.23;72.46;0;-0.1;-74.56;274;0;0.1;177;0;0;4005;5258;97.77
14;28;ÿםג.24;פוג.39;6438.1;ÿםג.24;529.07;298.3;72.46;0;-0.1;-74.56;306;0;0.1;177;0;0;3984;5241;97.39
15;30;ÿםג.24;פוג.44;6440.43;ÿםג.25;526.77;327.87;72.46;0;-0.1;-74.56;343;0;0.1;177;0;0;3982;5244;96.96
16;33;ÿםג.25;פוג.49;6442.45;ÿםג.25;524.56;358.69;72.46;0;-0.1;-74.56;382;0;0.1;178;0;0;3973;5239;96.52
17;35;ÿםג.25;פוג.55;6445.15;ÿםג.26;522.26;393.32;72.45;0;-0.1;-74.56;425;0;0.1;178;0;0;3961;5233;96.02
18;38;ÿםג.26;02.ט‏ם;6447.99;ÿםג.26;520.04;429.1;72.45;0;-0.1;-74.56;471;0;0.1;179;0;0;3950;5228;95.51
19;40;ÿםג.26;פוג.66;6450.41;ÿםג.27;517.74;469.01;72.45;0;-0.1;-74.56;521;0;0.1;179;0;0;3940;5224;94.94
20;43;ÿםג.27;פוג.71;6453.62;ÿםג.28;515.53;509.98;72.45;0;-0.1;-74.56;574;0;0.1;180;0;0;3925;5216;94.36
21;46;ÿםג.28;פוג.77;6456.93;ÿםג.28;513.23;555.39;72.45;0;-0.1;-74.56;632;0;0.1;181;0;0;3893;5191;93.72
22;49;ÿםג.28;פוג.83;6459.73;ÿםג.29;511.02;601.75;72.45;0;-0.1;-74.56;692;0;0.1;181;0;0;3888;5193;93.07
23;52;ÿםג.29;פוג.88;6463.4;ÿםג.29;508.71;652.9;72.45;0;-0.1;-74.56;758;0;0.1;182;0;0;3882;5195;92.35
24;54;ÿםג.29;פוג.94;6467.15;01.לאנ;506.5;704.88;72.45;0;-0.1;-74.56;826;0;0.1;183;0;0;3886;5207;91.63
25;57;01.לאנ;3;6470.3;ÿםג.31;504.2;762;72.45;0.01;-0.1;-74.56;900;0;0.1;184;0;0;3877;5206;90.84
26;60;01.לאנ;03.לאי;6474.38;ÿםג.31;501.99;819.82;72.45;0.01;-0.1;-74.56;976;0;0.1;185;0;0;3840;5179;90.05
27;64;ÿםג.31;03.םמÿ;6478.51;ÿםג.32;499.69;883.13;72.45;0.01;-0.1;-74.56;1060;0;0.1;186;0;0;3834;5183;89.19
28;67;ÿםג.32;לאנ.17;6481.96;ÿםג.33;497.48;947.02;72.45;0.01;-0.1;-74.56;1144;0;0.1;187;0;0;3845;5202;88.33
29;70;ÿםג.32;לאנ.23;6486.39;ÿםג.33;495.17;1016.76;72.45;0.01;-0.1;-74.56;1237;0;0.1;188;0;0;3833;5201;87.4
30;73;ÿםג.33;לאנ.29;6490.85;ÿםג.34;492.96;1086.95;72.45;0.01;-0.1;-74.56;1331;0;0.1;189;0;0;3819;5198;86.47
31;77;ÿםג.33;לאנ.35;6494.53;ÿםג.35;490.66;1163.37;72.45;0.01;-0.1;-74.56;1434;0;0.1;190;0;0;3813;5202;85.47
32;80;ÿםג.34;לאנ.41;6499.25;ÿםג.36;488.45;1240.08;72.45;0.01;-0.1;-74.56;1537;0;0.1;192;0;0;3801;5202;84.47
33;83;ÿםג.34;לאנ.47;6503.96;ÿםג.36;486.15;1323.42;72.45;0.01;-0.1;-74.56;1650;0;0.1;193;0;0;3790;5203;83.4
34;87;ÿםג.35;לאנ.53;6507.83;ÿםג.37;483.94;1406.89;72.45;0.01;-0.1;-74.56;1764;0;0.1;195;0;0;3771;5195;82.33
35;91;ÿםג.36;לאנ.59;6512.75;ÿםג.38;481.63;1497.38;72.45;0.01;-0.1;-74.56;1888;0;0.1;196;0;0;3765;5202;81.19
36;94;ÿםג.36;לאנ.65;6517.64;ÿםג.39;479.42;1587.85;72.45;0.01;-0.1;-74.56;2012;0;0.1;198;0;0;3757;5208;80.06
37;98;ÿםג.37;לאנ.71;6521.63;ÿםג.39;477.12;1685.74;72.44;0.02;-0.1;-74.56;2148;0;0.1;200;0;0;3748;5210;78.86
38;102;ÿםג.37;לאנ.77;6526.69;01.אןנ;474.91;1783.43;72.44;0.02;-0.1;-74.56;2283;0;0.1;202;0;0;3736;5213;77.67
39;105;ÿםג.38;לאנ.83;6531.68;ÿםג.41;472.61;1888.97;72.44;0.02;-0.1;-74.56;2431;0;0.1;204;0;0;3724;5216;76.4
40;109;ÿםג.39;לאנ.89;6535.74;ÿםג.42;470.4;1994.14;72.44;0.02;-0.1;-74.56;2578;0;0.1;205;0;0;3715;5218;75.16
41;113;ÿםג.39;לאנ.95;6540.85;ÿםג.42;468.09;2107.57;72.44;0.02;-0.1;-74.56;2738;0;0.1;208;0;0;3677;5196;73.83
42;117;01.אןנ;04.ÿםג;6545.87;ÿםג.43;465.88;2220.44;72.42;0.02;-0.1;-74.56;2898;0;0.1;210;0;0;3671;5205;72.53
43;121;01.אןנ;04.אגד;6549.94;ÿםג.44;463.58;2342.03;72.21;0.02;-0.1;-74.56;3070;0;0.1;212;0;0;3666;5213;71.15
44;125;ÿםג.41;אןנ.14;6555.05;ÿםג.45;461.37;2462.85;72;0.03;-0.1;-74.56;3243;0;0.1;214;0;0;3659;5223;69.8
45;130;ÿםג.42;04.פוג;6560.04;ÿםג.46;459.07;2592.84;71.77;0.03;-0.1;-74.56;3430;0;0.1;217;0;0;3653;5233;68.37
46;134;ÿםג.42;אןנ.26;6564.08;ÿםג.46;456.85;2721.86;71.54;0.03;-0.1;-74.56;3616;0;0.1;219;0;0;3620;5214;66.97
47;138;ÿםג.43;אןנ.33;6569.12;ÿםג.47;454.55;2860.5;71.28;0.03;-0.1;-74.56;3817;0;0.1;222;0;0;3613;5225;65.5
48;142;ÿםג.43;אןנ.39;6574.03;ÿםג.48;452.34;2997.97;71.03;0.03;-0.1;-74.56;4017;0;0.1;225;0;0;3621;5250;64.07
49;147;ÿםג.44;אןנ.46;6578;ÿםג.49;450.04;3145.54;70.76;0.04;-0.1;-74.56;4233;0;0.1;227;0;0;3610;5254;62.56
50;151;ÿםג.45;אןנ.53;6582.93;01.לאי;447.78;3294.73;70.48;0.04;-0.1;-74.56;4453;0;0.1;230;0;0;3593;5255;61.06
51;156;ÿםג.45;אןנ.59;6587.73;ÿםג.51;445.53;3448.46;70.18;0.04;-0.1;-74.56;4680;0;0.1;233;0;0;3584;5263;59.54
52;161;ÿםג.46;אןנ.66;6591.6;ÿםג.51;443.31;3603.58;69.88;0.04;-0.1;-74.56;4911;0;0.1;236;0;0;3573;5267;58.05
53;165;ÿםג.46;אןנ.73;6596.4;ÿםג.52;441.01;3769.8;69.56;0.04;-0.1;-74.56;5160;0;0.1;240;0;0;3545;5257;56.48
54;170;ÿםג.47;04.אגד;6601.06;ÿםג.53;438.8;3934.15;69.25;0.05;-0.1;-74.56;5407;0;0.1;243;0;0;3547;5277;54.96
55;175;ÿםג.48;אןנ.87;6604.81;ÿםג.54;436.5;4110.11;68.89;0.05;-0.1;-74.56;5672;0;0.1;246;0;0;3536;5281;53.37
56;180;ÿםג.48;אןנ.94;6609.46;ÿםג.55;434.29;4283.95;68.53;0.05;-0.1;-74.56;5936;0;0.1;250;0;0;3522;5286;51.84
57;185;ÿםג.49;05.ÿםג;6613.97;ÿםג.56;431.99;4469.94;68.16;0.06;-0.1;-74.56;6220;0;0.1;253;0;0;3508;5291;50.24
58;190;01.לאי;05.אגד;6617.59;ÿםג.57;429.77;4653.56;67.79;0.06;-0.1;-74.56;6502;0;0.1;257;0;0;3497;5295;48.7
59;195;01.לאי;לאי.16;6622.09;ÿםג.58;427.47;4849.87;67.69;0.06;-0.1;-74.56;6805;0;0.1;261;0;0;3482;5299;47.1
60;200;ÿםג.51;לאי.23;6626.45;ÿםג.59;425.26;5043.54;67.68;0.06;-0.1;-74.56;7106;0;0.1;265;0;0;3468;5304;45.56
61;206;ÿםג.52;לאי.31;6629.95;01.ט‏ם;422.96;5250.47;67.68;0.07;-0.1;-74.56;7429;0;0.1;269;0;0;3457;5307;43.96
62;211;ÿםג.53;לאי.38;6634.3;ÿםג.61;420.75;5454.5;67.69;0.07;-0.1;-74.56;7749;0;0.1;273;0;0;3421;5291;42.43
63;216;ÿםג.53;לאי.46;6638.51;ÿםג.62;418.44;5672.36;67.69;0.07;-0.1;-74.56;8094;0;0.1;277;0;0;3413;5301;40.84
64;222;ÿםג.54;לאי.54;6641.89;ÿםג.63;416.23;5887.04;67.69;0.08;-0.1;-74.57;8435;0;0.1;281;0;0;3415;5318;39.32
65;227;ÿםג.55;לאי.62;6646.09;ÿםג.64;413.93;6116.16;67.68;0.08;-0.1;-74.57;8801;0;0.1;286;0;0;3400;5321;37.75
66;233;ÿםג.56;לאי.71;6650.16;ÿםג.65;411.72;6341.82;67.67;0.09;-0.1;-74.57;9164;0;0.1;290;0;0;3385;5325;36.26
67;239;ÿםג.56;לאי.79;6653.42;ÿםג.65;409.42;6582.52;67.67;0.09;-0.1;-74.57;9554;0;0.1;295;0;0;3352;5306;34.72
68;245;ÿםג.57;לאי.88;6657.48;ÿםג.67;407.21;6819.48;67.68;0.09;-0.1;-74.57;9940;0;0.1;299;0;0;3357;5329;33.25
69;251;ÿםג.58;לאי.97;6661.41;ÿםג.68;404.9;7072.12;67.67;0.1;-0.1;-74.57;10354;0;0.1;304;0;0;3333;5322;31.75
70;257;ÿםג.59;06.לאנ;6664.56;ÿםג.69;402.69;7320.72;67.66;0.1;-0.1;-74.57;10764;0;0.1;309;0;0;3325;5328;30.32
71;263;ÿםג.59;06.סום;6668.47;01.ט‏כ;400.39;7585.58;67.67;0.11;-0.1;-74.57;11202;0;0.1;315;0;0;3287;5308;28.86
72;269;01.ט‏ם;06.פוג;6672.26;ÿםג.71;398.18;7846.01;67.65;0.11;-0.1;-74.57;11634;0;0.1;320;0;0;3298;5335;27.48
73;275;01.ט‏ם;ט‏ם.18;6675.29;ÿםג.72;395.88;8123.29;67.65;0.11;-0.1;-74.57;12096;0;0.1;326;0;0;3285;5335;26.ט‏ם
74;281;ÿםג.59;ט‏ם.24;6679.04;ÿםג.73;393.67;8395.63;67.65;0.11;-0.1;-74.57;12549;0;0.1;331;0;0;3268;5335;24.73
75;287;ÿםג.58;ט‏ם.27;6682.66;ÿםג.74;391.36;8685.23;67.65;0.11;-0.1;-74.57;13025;0;0.1;338;0;0;3249;5331;23.38
76;293;ÿםג.59;ט‏ם.15;6685.54;ÿםג.75;389.15;8969.35;67.65;0.11;-0.1;-74.57;13496;0;0.1;343;0;0;3212;5307;22.הוך
77;299;01.ט‏ם;ט‏ם.21;6689.08;ÿםג.76;386.85;9271.24;67.65;0.11;-0.1;-74.57;14003;0;0.1;349;0;0;3201;5311;20.84
78;305;01.ט‏ם;ט‏ם.23;6692.44;ÿםג.77;384.64;9567.32;67.68;0.11;-0.1;-74.57;14501;0;0.1;354;0;0;3205;5329;19.67
79;311;ÿםג.59;ט‏ם.32;6695.09;ÿםג.78;382.34;9881.75;67.66;0.11;-0.1;-74.57;15028;0;0.1;360;0;0;3191;5327;18.49
80;317;01.ט‏ם;ט‏ם.36;6698.31;01.אגד;380.13;10189.91;67.65;0.1;-0.1;-74.57;15547;0;0.1;366;0;0;3174;5323;17.אןנ
81;324;ÿםג.62;ט‏ם.47;6701.35;ÿםג.81;377.82;10517.02;67.67;0.1;-0.1;-74.57;16105;0;0.1;373;0;0;3131;5292;16.32
82;330;ÿםג.62;ט‏ם.66;6703.74;ÿםג.82;375.61;10837.51;67.67;0.09;-0.1;-74.57;16654;0;0.1;379;0;0;3142;5314;15.33
83;337;ÿםג.64;ט‏ם.75;6706.64;ÿםג.83;373.31;11177.73;67.67;0.08;-0.1;-74.57;17243;0;0.1;385;0;0;3109;5292;14.34
84;344;ÿםג.66;ט‏ם.93;6709.38;ÿםג.84;371.1;11511.1;67.66;0.07;-0.1;-74.56;17828;0;0.1;392;0;0;3107;5300;13.43
85;351;ÿםג.67;07.םמÿ;6711.52;ÿםג.85;368.8;11864.96;67.7;0.06;-0.1;-74.56;18454;0;0.1;399;0;0;3092;5294;הוך.53
86;357;ÿםג.68;ט‏כ.37;6714.1;ÿםג.87;366.58;12211.68;69.37;0.05;-0.1;-74.56;19070;0;0.1;406;0;0;3074;5286;םמÿ.71
87;365;01.ט‏כ;ט‏כ.52;6716.52;ÿםג.88;364.28;12579.72;71.36;0.03;-0.1;-74.56;19733;0;0.11;413;0;0;3055;5277;מךע.89
88;372;ÿםג.72;ט‏כ.72;6718.41;ÿםג.89;362.07;12940.37;72.43;0.01;-0.1;-74.56;20391;0;0.11;421;0;0;3040;5269;מךע.15
89;380;ÿםג.74;ט‏כ.83;6720.68;01.סום;359.77;13323.24;72.43;0.01;-0.1;-74.56;21100;0;0.11;429;0;0;3012;5250;סום.41
90;387;ÿםג.75;אגד.13;6722.8;ÿםג.92;357.56;13698.41;67.76;0.03;-0.1;-74.55;21800;0;0.11;436;0;0;3002;5248;אגד.75
91;395;ÿםג.77;אגד.56;6724.44;ÿםג.93;355.26;14096.58;67.77;0.05;-0.1;-74.55;22543;0;0.12;445;0;0;2960;5212;08.סום
92;403;ÿםג.79;אגד.74;6726.41;ÿםג.94;353.04;14486.68;67.79;0.08;-0.1;-74.55;23279;0;0.13;453;0;0;2967;5227;ט‏כ.49
93;411;ÿםג.81;אגד.96;6728.23;ÿםג.95;350.74;14900.67;67.83;0.12;-0.1;-74.55;24068;0;0.13;462;0;0;2948;5214;ט‏ם.91
94;420;ÿםג.83;09.םמÿ;6729.64;ÿםג.97;348.53;15306.28;67.85;0.15;-0.1;-74.54;24857;0;0.14;471;0;0;2932;5203;ט‏ם.38
95;428;ÿםג.85;סום.42;6731.31;ÿםג.98;346.23;15736.75;64.75;0.19;-0.1;-74.54;25705;0;0.15;481;0;0;2911;5189;לאי.86
96;437;ÿםג.87;סום.53;6732.84;ÿםג.99;344.02;16158.55;64.37;0.23;-0.1;-74.54;26543;0;0.16;490;0;0;2891;5175;05.אןנ
97;446;ÿםג.89;סום.99;6734.02;02.ÿםג;341.72;16606.15;63.85;0.28;-0.1;-74.53;27442;0;0.17;500;0;0;2875;5163;אןנ.95
98;455;ÿםג.91;מךע.56;6735.41;02.פוג;339.5;17044.42;63.28;0.34;-0.1;-74.53;28319;0;0.18;510;0;0;2854;5147;אןנ.54
99;465;ÿםג.93;מךע.98;6736.68;02.אןנ;337.2;17509.2;63.26;0.4;-0.1;-74.52;29249;0;0.2;521;0;0;2834;5131;אןנ.15
100;474;ÿםג.95;11.הוך;6737.65;02.לאי;334.99;17964.32;63.53;0.46;-0.1;-74.51;30161;0;0.22;531;0;0;2817;5118;03.אגד
101;484;ÿםג.97;מךע.85;6738.79;02.ט‏ם;332.69;18446.98;62.6;0.53;-0.1;-74.51;31173;0;0.23;542;0;0;2796;5100;לאנ.46
102;494;ÿםג.99;םמÿ.35;6739.82;02.אגד;330.48;18919.25;60.48;0.61;-0.1;-74.5;32171;0;0.25;553;0;0;2775;5083;לאנ.15
103;504;02.ÿםג;םמÿ.91;6740.6;02.סום;328.17;19419.73;60.96;0.7;-0.1;-74.49;33223;0;0.27;565;0;0;2742;5053;פוג.86
104;514;02.אןנ;13.16;6741.5;02.םמÿ;325.96;19908.96;60.59;0.79;-0.1;-74.48;34207;0;0.3;576;0;0;2735;5050;פוג.61
105;524;02.לאי;הוך.81;6742.32;02.הוך;323.66;20427.13;58.22;0.89;-0.1;-74.47;35269;0;0.33;589;0;0;2714;5031;פוג.36
106;534;02.אגד;13.58;6742.93;פוג.14;321.45;20933;56.08;1;-0.1;-74.46;36296;0;0.36;601;0;0;2669;4988;פוג.15
107;545;02.ÿםג;13.45;6743.64;פוג.15;319.15;21468.59;52.98;01.הוך;-0.1;-74.45;37407;0;0.39;614;0;0;2653;4975;ÿםג.94
108;556;02.םמÿ;13.םמÿ;6744.28;פוג.17;316.94;21991.87;45.54;ÿםג.25;-0.1;-74.44;38549;0;0.41;626;0;0;2637;4961;ÿםג.76
109;568;פוג.13;13.48;6744.76;פוג.18;314.63;22545.58;36.58;ÿםג.39;-0.1;-74.42;39770;0;0.43;640;0;0;2633;4959;ÿםג.58
110;579;פוג.15;13.89;6745.31;02.פוג;312.42;23086.59;22.18;ÿםג.54;-0.1;-74.41;40969;0;0.45;653;0;0;2606;4934;ÿםג.43
111;591;פוג.18;14.79;6745.81;פוג.22;310.12;23658.74;פוג.46;01.ט‏כ;-0.1;-74.4;42206;0;0.48;666;0;0;2561;4891;ÿםג.28
112;602;02.פוג;15.36;6746.18;פוג.23;307.91;24217.15;-22.2;ÿםג.87;-0.1;-74.38;43396;0;0.51;680;0;0;2569;4899;ÿםג.15
113;614;פוג.22;15.39;6746.59;פוג.25;305.61;24807.74;-64.01;02.לאי;-0.1;-74.36;44647;0;0.55;694;0;0;2545;4877;01.לאנ
114;627;פוג.23;14.93;6746.96;פוג.27;303.4;25384.16;-133.81;פוג.24;-0.1;-74.34;45951;0;0.57;708;0;0;2522;4855;0.93
115;640;פוג.25;15.אןנ;6747.23;פוג.28;301.09;25993.41;-265.17;פוג.44;-0.1;-74.32;47386;0;0.59;723;0;0;2503;4837;0.83
116;653;פוג.27;15.67;6747.54;02.לאנ;298.88;26588.07;-365.76;פוג.65;-0.1;-74.3;48770;0;0.61;737;0;0;2452;4787;0.75
117;667;פוג.29;16.פוג;6747.81;פוג.32;296.58;27217.15;-435.05;פוג.88;-0.1;-74.28;50220;0;0.64;752;0;0;2455;4791;0.67
118;680;פוג.31;15.86;6748.01;פוג.33;294.37;27831.17;-513.21;03.םמÿ;-0.1;-74.26;51698;0;0.66;767;0;0;2435;4772;0.6
119;694;פוג.33;16.27;6748.24;פוג.35;292.07;28480.02;-583.15;לאנ.37;-0.1;-74.24;53250;0;0.68;783;0;0;2410;4748;0.53
120;708;פוג.35;16.87;6748.45;פוג.37;289.86;29113.23;-614.92;לאנ.62;-0.1;-74.21;54750;0;0.71;798;0;0;2386;4724;0.47
121;723;פוג.37;16.77;6748.59;פוג.39;287.55;29782.79;-668.99;03.סום;-0.1;-74.19;56389;0;0.73;815;0;0;2366;4705;0.42
122;738;פוג.39;16.72;6748.76;פוג.41;285.34;30436.17;-693.12;אןנ.18;-0.1;-74.16;58065;0;0.75;830;0;0;2341;4680;0.37
123;753;פוג.41;17.סום;6748.9;פוג.43;283.04;31126.88;-721.81;אןנ.48;-0.1;-74.13;59863;0;0.76;847;0;0;2315;4655;0.33
124;768;פוג.43;17.52;6749.01;פוג.45;280.83;31801.12;-738.28;אןנ.78;-0.11;-74.1;61610;0;0.78;863;0;0;2295;4635;0.3
125;784;פוג.45;17.64;6749.12;פוג.47;278.53;32514.27;-746.1;05.םמÿ;-0.11;-74.07;63489;0;0.8;881;0;0;2269;4610;0.26
126;800;פוג.47;17.63;6749.22;פוג.49;276.31;33210.49;-749.91;לאי.43;-0.11;-74.04;65395;0;0.82;898;0;0;2217;4558;0.24
127;817;02.לאי;17.87;6749.3;פוג.51;274.01;33946.75;-743.91;לאי.79;-0.11;-74.01;67465;0;0.83;915;0;0;2201;4542;0.21
128;833;פוג.52;18.26;6749.38;פוג.53;271.8;34665.58;-713.88;ט‏ם.13;-0.11;-73.97;69498;0;0.85;933;0;0;2195;4537;0.19
129;850;פוג.54;18.לאי;6749.46;פוג.55;269.5;35426.03;-799.2;ט‏ם.51;-0.11;-73.94;71675;0;0.86;951;0;0;2169;4511;0.16
130;867;פוג.56;18.57;6749.51;פוג.57;267.29;36168.63;-865.88;ט‏ם.88;-0.11;-73.9;73868;0;0.88;969;0;0;2147;4489;0.14
131;885;פוג.59;18.75;6749.58;פוג.59;264.99;36954.15;-878.82;ט‏כ.29;-0.11;-73.86;76259;0;0.89;987;0;0;2120;4462;0.13
132;902;פוג.61;19.אגד;6749.63;פוג.62;262.77;37721.24;-878.41;ט‏כ.68;-0.11;-73.82;78630;0;0.9;1006;0;0;2073;4415;0.11
133;921;פוג.63;19.38;6749.67;פוג.64;260.47;38532.85;-866.89;08.םמÿ;-0.11;-73.78;81173;0;0.91;1025;0;0;2055;4398;0.1
134;939;פוג.65;19.53;6749.71;פוג.66;258.26;39325.56;-858.48;אגד.53;-0.11;-73.74;83724;0;0.93;1044;0;0;2043;4385;0.09
135;951;0.93;5;6749.74;פוג.68;256.55;40163.49;-873.13;אגד.98;-0.11;-73.7;85785;0;0.93;1057;0;0;2021;4364;0.08
136;944;0.01;אגד.45;6749.77;פוג.68;256.55;40966.54;-857.09;סום.42;-0.12;-73.66;85779;0;0.93;1050;0;0;2021;4364;0.07
137;936;0;אגד.43;6749.8;פוג.68;256.55;41794.23;-839.27;סום.87;-0.12;-73.62;85774;0;0.93;1043;0;0;2021;4364;0.06
138;929;0;08.אןנ;6749.82;פוג.68;256.55;42581.68;-827.01;10.לאנ;-0.12;-73.57;85770;0;0.93;1037;0;0;2021;4364;0.05
139;921;0;אגד.38;6749.84;פוג.68;256.55;43393.19;-834.61;מךע.75;-0.12;-73.53;85767;0;0.93;1030;0;0;2021;4364;0.05
140;914;0;אגד.35;6749.86;פוג.68;256.55;44165.17;-844.01;םמÿ.18;-0.12;-73.49;85764;0;0.93;1023;0;0;2021;4364;0.04
141;907;0;אגד.33;6749.88;פוג.68;256.55;44960.63;-860.55;םמÿ.63;-0.12;-73.45;85761;0;0.93;1017;0;0;2021;4364;0.04
142;900;0;אגד.31;6749.89;פוג.68;256.55;45717.22;-876.14;12.ט‏ם;-0.12;-73.41;85759;0;0.93;1010;0;0;2021;4364;0.03
143;892;0;אגד.28;6749.91;פוג.68;256.55;46496.72;-873.61;12.לאי;-0.12;-73.36;85756;0;0.93;1004;0;0;2021;4364;0.03
144;907;02.ט‏כ;20.לאנ;6749.92;02.ט‏כ;254.65;47245.91;-886.08;הוך.93;-0.12;-73.32;87907;0;0.94;1020;0;0;1999;4343;0.03
145;905;0;אגד.24;6749.93;פוג.71;254.2;48032.29;-889.48;13.38;-0.12;-73.28;88431;0;0.95;1018;0;0;1966;4310;0.02
146;899;0;אגד.21;6749.94;פוג.71;254.2;48780.63;-893.55;13.82;-0.12;-73.24;88430;0;0.95;1012;0;0;1966;4310;0.02
147;891;0;אגד.19;6749.94;פוג.71;254.2;49551.63;-897.13;14.27;-0.13;-73.2;88429;0;0.95;1006;0;0;1966;4310;0.02
148;894;02.לאנ;16.15;6749.95;פוג.71;253.43;50286.13;-909.48;14.ט‏כ;-0.13;-73.15;89311;0;0.95;1009;0;0;1989;4332;0.01
149;886;0;אגד.15;6749.96;פוג.72;253.43;51063.76;-925.53;15.16;-0.13;-73.11;89310;0;0.95;1002;0;0;1984;4328;0.01
150;887;0.81;לאי.13;6749.96;פוג.72;252.84;51777.06;-922.61;15.59;-0.13;-73.07;89944;0;0.95;1003;0;0;1978;4321;0.01
151;881;0;08.םמÿ;6749.97;פוג.72;252.71;52531.81;-917.25;16.לאי;-0.13;-73.03;90094;0;0.95;998;0;0;1976;4319;0.01
152;874;0;08.סום;6749.97;פוג.72;252.71;53249.5;-943.46;16.48;-0.13;-72.98;90094;0;0.95;992;0;0;1952;4296;0.01
153;867;0;08.ט‏כ;6749.98;פוג.72;252.71;53988.7;-950.52;16.93;-0.13;-72.94;90093;0;0.95;986;0;0;1976;4319;0.01
154;861;0;08.לאי;6749.98;פוג.72;252.71;54691.47;-932.83;17.37;-0.13;-72.9;90092;0;0.95;980;0;0;1952;4296;0.01
155;854;0;08.אןנ;6749.98;פוג.72;252.71;55415.18;-927.53;17.82;-0.13;-72.86;90092;0;0.95;974;0;0;1952;4296;0.01
156;847;0;08.פוג;6749.98;פוג.72;252.71;56117.06;-919.49;18.26;-0.13;-72.81;90091;0;0.95;968;0;0;1952;4296;0.01
157;840;0;8;6749.99;פוג.72;252.71;56811.39;-925.45;18.69;-0.14;-72.77;90091;0;0.95;962;0;0;1976;4319;0
158;834;0;ט‏כ.98;6749.99;פוג.72;252.71;57484.53;-941.59;19.הוך;-0.14;-72.73;90090;0;0.95;957;0;0;1952;4296;0
159;827;0;ט‏כ.97;6749.99;פוג.72;252.71;58177.5;-943.81;19.57;-0.14;-72.69;90090;0;0.95;951;0;0;1952;4296;0
160;821;0;ט‏כ.95;6749.99;פוג.72;252.71;58835.96;-948.06;19.99;-0.14;-72.65;90089;0;0.95;945;0;0;1976;4319;0
161;814;0;ט‏כ.93;6749.99;פוג.72;252.71;59513.65;-947.84;20.43;-0.14;-72.61;90089;0;0.95;939;0;0;1976;4319;0
162;807;0;ט‏כ.92;6749.99;פוג.72;252.71;60157.45;-943.35;20.86;-0.14;-72.57;90089;0;0.95;934;0;0;1952;4296;0
163;801;0;07.סום;6749.99;פוג.72;252.71;60819.93;-947.82;21.29;-0.14;-72.52;90088;0;0.95;928;0;0;1952;4296;0
164;795;0;ט‏כ.89;6749.99;פוג.72;252.71;61449.14;-947.42;21.72;-0.14;-72.48;90088;0;0.95;922;0;0;1952;4296;0
165;788;0;ט‏כ.87;6749.99;פוג.72;252.71;62096.47;-943.99;22.15;-0.14;-72.44;90088;0;0.95;917;0;0;1952;4296;0
166;782;0;ט‏כ.86;6750;פוג.72;252.71;62711.15;-954.88;22.57;-0.14;-72.4;90087;0;0.95;911;0;0;1952;4296;0
167;775;0;ט‏כ.85;6750;פוג.72;252.71;63343.34;-951.84;23.ÿםג;-0.14;-72.36;90087;0;0.95;906;0;0;1976;4319;0
168;769;0;ט‏כ.83;6750;פוג.72;252.7;63943.47;-930.56;23.42;-0.15;-72.32;90086;0;0.95;900;0;0;1976;4320;0
169;763;0;ט‏כ.82;6750;פוג.72;252.7;64560.54;-935.73;23.85;-0.15;-72.28;90085;0;0.95;895;0;0;1976;4320;0
170;756;0;07.אגד;6750;פוג.72;252.7;65158.03;-947.55;24.28;-0.15;-72.24;90085;0;0.95;890;0;0;1976;4320;0
171;750;0;ט‏כ.79;6750;פוג.72;252.7;65748.13;-948.98;24.ט‏כ;-0.15;-72.2;90084;0;0.95;884;0;0;1976;4320;0
172;744;0;ט‏כ.78;6750;פוג.72;252.69;66319.26;-977.41;25.םמÿ;-0.15;-72.16;90083;0;0.95;879;0;0;1953;4296;0
173;738;0;ט‏כ.76;6750;פוג.72;252.69;66906.17;-975.55;25.54;-0.15;-72.12;90082;0;0.95;874;0;0;1953;4296;0
174;732;0;ט‏כ.75;6750;פוג.72;252.69;67462.82;-979.38;25.95;-0.15;-72.08;90081;0;0.96;869;0;0;1953;4296;0
175;726;0;ט‏כ.74;6750;פוג.72;252.69;68034.65;-967.38;26.38;-0.15;-72.04;90081;0;0.96;864;0;0;1953;4296;0
176;720;0;ט‏כ.73;6750;פוג.72;252.68;68576.82;-960.22;26.79;-0.15;-72;90080;0;0.96;859;0;0;1953;4296;0
